"","genes","estimate","p","p.adj"
"2984","CYP39A1",-0.0817044370219259,0.905,0.979441672336887
"2985","CYP4A22",-0.610028308900717,0.626,0.917721583392694
"2986","CYP4B1",-0.87451478657029,0.142,0.79117538688283
"2987","CYP4F11",-1.30893271172422,0.24,0.807236842105263
"2988","CYP4F3",-1.10852789734276,0.391,0.84472758828856
"2989","CYP4V2",1.01110989172759,0.183,0.797609970674487
"2990","CYP4X1",-0.715804472264711,0.217,0.799799752781211
"2991","CYP4Z1",-0.324200824450986,0.547,0.896118345899018
"2992","CYP51A1",0.0857784439555174,0.907,0.980050196256039
"2993","CYP7B1",-0.377828034120068,0.391,0.84472758828856
"2994","CYR61",0.387908065156902,0.421,0.854233167965982
"2995","CYSRT1",0.948291771657329,0.0247,0.730920038535645
"2996","CYSTM1",0.592879213995437,0.0303,0.736338409475465
"2997","CYTH1",-0.301978084214246,0.77,0.94959556620731
"2998","CYTH2",0.554250910038168,0.528,0.888911257189811
"2999","CYTH3",-0.551854835342056,0.402,0.847765173836182
"3000","CYTL1",1.16206948198658,0.122,0.78961743772242
"3001","CYYR1",0.992246552281219,0.105,0.78961743772242
"3002","D2HGDH",0.297465774882228,0.701,0.936695136749743
"3003","DAAM1",0.085241373719372,0.92,0.981941544885177
"3004","DAAM2",-0.907021365236467,0.237,0.807236842105263
"3005","DAB2",0.765093389456655,0.194,0.797992036405006
"3006","DAB2IP",0.395719935126628,0.501,0.878960571289062
"3007","DACH1",-0.638937154629923,0.578,0.902297709923664
"3008","DACT1",-0.278234085570459,0.689,0.933911087965155
"3009","DACT2",-0.300308423473366,0.28,0.825639367816092
"3010","DACT3",1.04256417396271,0.324,0.829708429051069
"3011","DAD1",0.926340528976237,0.0271,0.735817757009346
"3012","DAG1",0.0594552879088561,0.929,0.984427788881487
"3013","DAGLA",0.896116197000724,0.0472,0.767252306273063
"3014","DAGLB",-0.935708864623707,0.327,0.829708429051069
"3015","DALRD3",-0.795474391267028,0.137,0.79117538688283
"3016","DAND5",-0.368384127393893,0.635,0.917813509693053
"3017","DAP",1.83794638587385,0.0185,0.730920038535645
"3018","DAP3",-1.17111153519636,0.188,0.797609970674487
"3019","DAPK1",-0.701684013189949,0.342,0.833907099184783
"3020","DAPK2",0.203627384361975,0.723,0.939519335511983
"3021","DAPK3",-0.0785623383993037,0.873,0.971848121937942
"3022","DAPL1",-0.820007366923316,0.396,0.845441088961619
"3023","DAPP1",-0.0644820231320665,0.883,0.975771576347074
"3024","DARS",-0.479624185911025,0.459,0.869239978833179
"3025","DARS2",-1.19982287098574,0.189,0.797609970674487
"3026","DAXX",0.507059500460808,0.52,0.886800095306171
"3027","DAZAP1",-0.0773000778886307,0.802,0.954333333333333
"3028","DAZAP2",-0.509893869136947,0.327,0.829708429051069
"3029","DBF4",-1.24452699613834,0.056,0.767252306273063
"3030","DBF4B",0.108513700394628,0.819,0.959488092315247
"3031","DBI",0.915503070574436,0.0668,0.782714340490798
"3032","DBN1",-0.0895286577671142,0.807,0.955833609134536
"3033","DBNDD1",1.03012154865349,0.119,0.78961743772242
"3034","DBNDD2",-0.99970054811107,0.162,0.794227212681638
"3035","DBNL",0.654628550732489,0.492,0.877873392680514
"3036","DBP",0.584323090643549,0.223,0.799799752781211
"3037","DBR1",-0.597675394008817,0.51,0.882573742746615
"3038","DBT",0.524484458858848,0.324,0.829708429051069
"3039","DCAF1",-0.438190817427075,0.396,0.845441088961619
"3040","DCAF10",-1.20217365206373,0.0716,0.782787103746398
"3041","DCAF11",0.829867570294759,0.196,0.797992036405006
"3042","DCAF12",-0.571132900762484,0.38,0.840757341576507
"3043","DCAF13",-0.758847634488012,0.274,0.824707737594617
"3044","DCAF15",-0.321447801482782,0.654,0.922820108427797
"3045","DCAF16",-0.609120554292963,0.218,0.799799752781211
"3046","DCAF17",-0.135175075775206,0.829,0.962954508791741
"3047","DCAF4",0.685155325808078,0.414,0.852083333333333
"3048","DCAF4L1",-1.11329354267612,0.22,0.799799752781211
"3049","DCAF5",0.40884875274146,0.628,0.917721583392694
"3050","DCAF6",0.135097032182251,0.793,0.953295407010792
"3051","DCAF7",-2.08011181269592,0.219,0.799799752781211
"3052","DCAF8",-1.13897427752196,0.0108,0.730920038535645
"3053","DCAKD",-0.714868017013341,0.36,0.838849452120057
"3054","DCBLD1",0.0277494709467697,0.94,0.986734619051111
"3055","DCBLD2",0.474710768805172,0.522,0.887370510845087
"3056","DCDC1",0.0172065285569704,0.959,0.992057016909958
"3057","DCHS1",-0.601746222297872,0.0582,0.76776862925483
"3058","DCHS2",-1.88538718414791,0.00198,0.730920038535645
"3059","DCK",-0.598865153663245,0.206,0.799799752781211
"3060","DCLK1",-0.612612079720445,0.558,0.898916272788656
"3061","DCLK2",0.360289749099421,0.607,0.911391336270191
"3062","DCLRE1A",-0.81276355652566,0.277,0.825639367816092
"3063","DCLRE1B",-0.292984802684934,0.441,0.860891176871676
"3064","DCLRE1C",-1.54188431057936,0.00549,0.730920038535645
"3065","DCP1A",-0.7935883000602,0.0835,0.78961743772242
"3066","DCP1B",-0.675795031122122,0.558,0.898916272788656
"3067","DCP2",-0.31763608495966,0.671,0.928233958252803
"3068","DCPS",0.450674560019951,0.582,0.903909081045893
"3069","DCST1",-0.644834110673991,0.287,0.827964478333643
"3070","DCST2",-0.988587241208375,0.0104,0.730920038535645
"3071","DCTD",-0.277268394649428,0.651,0.921493622070602
"3072","DCTN1",-0.17670161865944,0.735,0.942197994089729
"3073","DCTN2",0.798239516610826,0.211,0.799799752781211
"3074","DCTN3",0.650185615946462,0.251,0.817906897336672
"3075","DCTN4",0.668736156365157,0.24,0.807236842105263
"3076","DCTN5",0.684569692380301,0.372,0.839007405073263
"3077","DCTN6",-0.279693683067967,0.454,0.867459957287774
"3078","DCTPP1",0.719690848355581,0.334,0.831370196487567
"3079","DCUN1D1",-1.19545902583137,0.202,0.798775426058274
"3080","DCUN1D2",-1.68946428131073,0.00661,0.730920038535645
"3081","DCUN1D3",0.684693529878165,0.263,0.82112213740458
"3082","DCUN1D4",-0.260868389000559,0.561,0.89959840932004
"3083","DCUN1D5",-0.175153067258078,0.571,0.900186018437226
"3084","DCX",0.909066628047538,0.208,0.799799752781211
"3085","DCXR",1.37271821940755,0.0694,0.782714340490798
"3086","DDA1",-0.58696872098696,0.435,0.859730084219246
"3087","DDAH1",0.65466463260977,0.319,0.828913595933926
"3088","DDAH2",0.617254635128152,0.481,0.875351512840071
"3089","DDB1",0.378403280588211,0.462,0.869629191321499
"3090","DDB2",-0.922212026220845,0.219,0.799799752781211
"3091","DDC",0.166855918824252,0.738,0.943424718699768
"3092","DDHD1",-0.551981768610278,0.409,0.850128502976623
"3093","DDHD2",-0.222564500402752,0.623,0.916948899856056
"3094","DDI2",-0.663520045810629,0.257,0.820705622932745
"3095","DDIAS",-0.182978249616994,0.705,0.938296351313713
"3096","DDIT3",0.575681915094783,0.185,0.797609970674487
"3097","DDIT4",-0.214488438224204,0.654,0.922820108427797
"3098","DDIT4L",0.508570315754147,0.485,0.876281080398839
"3099","DDN",-0.63030682362066,0.0708,0.782714340490798
"3100","DDO",-0.0734739943095777,0.922,0.982757259865972
"3101","DDOST",0.867575792157788,0.219,0.799799752781211
"3102","DDR1",0.601311067466471,0.285,0.827964478333643
"3103","DDR2",-0.296933791840921,0.664,0.926880546075085
"3104","DDRGK1",0.0236111500499374,0.964,0.994140191628845
"3105","DDT",0.897583718907808,0.126,0.79117538688283
"3106","DDTL",0.466848457677576,0.465,0.870468811298548
"3107","DDX1",-1.07850010044017,0.121,0.78961743772242
"3108","DDX10",-0.724848953913874,0.168,0.794227212681638
"3109","DDX11",-0.933708063260674,0.131,0.79117538688283
"3110","DDX17",1.17335483796572,0.228,0.799955882352941
"3111","DDX18",-0.753893862856972,0.247,0.812828735632184
"3112","DDX19A",0.0620106705155606,0.912,0.98075904247336
"3113","DDX19B",-0.569765116657308,0.302,0.827964478333643
"3114","DDX20",-0.47773164203666,0.304,0.827964478333643
"3115","DDX21",-1.41851524291576,0.012,0.730920038535645
"3116","DDX23",-1.49016238280383,0.0638,0.778535087719298
"3117","DDX24",-0.0294890963798747,0.968,0.994753768844221
"3118","DDX25",0.363212163900762,0.628,0.917721583392694
"3119","DDX27",-1.02644330575837,0.246,0.812526534379326
"3120","DDX28",-0.362181119333626,0.537,0.894375218150087
"3121","DDX31",-0.850800778376341,0.0265,0.730920038535645
"3122","DDX39A",-0.442745448193195,0.63,0.917721583392694
"3123","DDX39B",-0.230450063944531,0.773,0.94959556620731
"3124","DDX3X",-0.483111393093108,0.568,0.900186018437226
"3125","DDX41",-0.754852751460046,0.185,0.797609970674487
"3126","DDX42",-1.28998623524436,0.369,0.838849452120057
"3127","DDX46",0.175462238476922,0.712,0.938880651323569
"3128","DDX47",-1.04122449709765,0.212,0.799799752781211
"3129","DDX49",-0.392759581688594,0.62,0.915545698370126
"3130","DDX5",-0.32602516167809,0.776,0.950170216405782
"3131","DDX50",-0.63151773411623,0.46,0.869347253326307
"3132","DDX51",-0.857967822490569,0.267,0.823619579218549
"3133","DDX52",-0.533304674274337,0.597,0.908864724024248
"3134","DDX54",0.215194416377175,0.634,0.917813509693053
"3135","DDX55",-1.63541639602951,0.0316,0.739140522875817
"3136","DDX56",-0.359912250852356,0.668,0.927528813559322
"3137","DDX58",-0.907097667379415,0.409,0.850128502976623
"3138","DDX59",-0.556320802400711,0.497,0.877906589338598
"3139","DDX6",-0.665359419246075,0.144,0.79117538688283
"3140","DDX60",0.217258406078659,0.793,0.953295407010792
"3141","DDX60L",-0.141016298528539,0.893,0.97724141885177
"3142","DEAF1",-1.58720036180542,0.00366,0.730920038535645
"3143","DECR1",-0.1441282094798,0.77,0.94959556620731
"3144","DECR2",0.428026406850454,0.323,0.829708429051069
"3145","DEDD",-0.701468100963566,0.293,0.827964478333643
"3146","DEDD2",-0.624892176153511,0.236,0.806094010975901
"3147","DEF6",-0.452409589405974,0.385,0.84193085106383
"3148","DEF8",0.252547761141103,0.59,0.904944819457838
"3149","DEFB1",-0.254187795541755,0.751,0.945852982579623
"3150","DEGS1",-0.230602240561459,0.667,0.927528813559322
"3151","DEGS2",-0.0655842255087921,0.846,0.966673850574713
"3152","DEK",-0.630650192316057,0.525,0.88813223824155
"3153","DENND1A",1.0150551598179,0.165,0.794227212681638
"3154","DENND1B",-0.0767225380351281,0.822,0.960801012492855
"3155","DENND2A",-0.250835740031342,0.613,0.913977189876054
"3156","DENND2C",1.02105249857917,0.119,0.78961743772242
"3157","DENND2D",0.709950792358077,0.0846,0.78961743772242
"3158","DENND4A",-0.993114806699492,0.241,0.808700187529301
"3159","DENND4B",-1.04529681417919,0.0679,0.782714340490798
"3160","DENND4C",-1.45184761678043,0.0274,0.735817757009346
"3161","DENND5A",-1.25845692746656,0.0253,0.730920038535645
"3162","DENND5B",0.736224081710805,0.453,0.866937834224599
"3163","DENND6A",-0.861811011556444,0.158,0.794227212681638
"3164","DENND6B",0.309718537651321,0.717,0.938880651323569
"3165","DENR",-0.755276515270244,0.26,0.820705622932745
"3166","DEPDC1",-0.290043805067885,0.489,0.877873392680514
"3167","DEPDC1B",-0.209516707342689,0.769,0.94959556620731
"3168","DEPDC4",-0.888014241197401,0.297,0.827964478333643
"3169","DEPDC5",-0.317963137614248,0.586,0.904527711882683
"3170","DEPDC7",0.243103567789325,0.604,0.911036546943919
"3171","DEPTOR",-0.0428650623405888,0.969,0.995138460434751
"3172","DERA",-0.877740577101439,0.167,0.794227212681638
"3173","DERL1",-0.366246820424126,0.514,0.884045416316232
"3174","DERL2",-0.291349789981369,0.67,0.92774714644999
"3175","DERL3",1.70898950628403,0.0434,0.767252306273063
"3176","DES",0.389135460379762,0.428,0.85761758118701
"3177","DESI1",0.129593118929852,0.77,0.94959556620731
"3178","DESI2",-0.785088223298866,0.254,0.820029318899414
"3179","DET1",-0.531880746320802,0.528,0.888911257189811
"3180","DEXI",0.458577931075351,0.558,0.898916272788656
"3181","DFFA",-1.21496156733409,0.187,0.797609970674487
"3182","DFFB",-1.43291197190868,0.0864,0.78961743772242
"3183","DFNA5",-1.67374162707172,0.0467,0.767252306273063
"3184","DGAT1",-0.944048647998623,0.15,0.79117538688283
"3185","DGAT2",0.143772691282756,0.743,0.945258176324209
"3186","DGCR2",0.610443344837611,0.447,0.864352965014183
"3187","DGCR6",0.925702840527527,0.0146,0.730920038535645
"3188","DGCR6L",1.15324633656952,0.108,0.78961743772242
"3189","DGCR8",-0.163215941894609,0.82,0.960031078760121
"3190","DGKA",0.193565306146376,0.807,0.955833609134536
"3191","DGKD",0.364729460077068,0.368,0.838849452120057
"3192","DGKE",0.273150506361241,0.75,0.945852982579623
"3193","DGKG",0.146128553026975,0.828,0.962861088545898
"3194","DGKH",0.727981248295058,0.566,0.900154427285857
"3195","DGKI",1.05878359508402,0.162,0.794227212681638
"3196","DGKQ",0.657713797414845,0.278,0.825639367816092
"3197","DGKZ",0.310023270986329,0.666,0.927528813559322
"3198","DGUOK",-0.349207209305575,0.681,0.931390001908033
"3199","DHCR24",-0.916741863917633,0.174,0.796283185840708
"3200","DHCR7",0.799528311641455,0.182,0.797609970674487
"3201","DHDDS",-0.323291825659345,0.474,0.873607570490537
"3202","DHDH",0.2567850695351,0.679,0.930488703810071
"3203","DHFR",0.0534481457993632,0.936,0.985716177444273
"3204","DHFR2",-0.0134872865315669,0.98,0.996620347394541
"3205","DHODH",-0.20880843175579,0.654,0.922820108427797
"3206","DHPS",-0.531358468563977,0.345,0.834517573504562
"3207","DHRS1",0.623968685858024,0.0745,0.782787103746398
"3208","DHRS11",0.62998592308955,0.57,0.900186018437226
"3209","DHRS12",0.397887036536266,0.454,0.867459957287774
"3210","DHRS13",-0.0306067613059285,0.974,0.996413206603302
"3211","DHRS2",0.485138545001344,0.146,0.79117538688283
"3212","DHRS3",-0.329347593849099,0.651,0.921493622070602
"3213","DHRS4",0.570796945763268,0.325,0.829708429051069
"3214","DHRS4L1",-0.557843601841893,0.146,0.79117538688283
"3215","DHRS4L2",0.151483195382296,0.751,0.945852982579623
"3216","DHRS7",0.390292683257274,0.502,0.878960571289062
"3217","DHRS7B",-0.332321668499036,0.805,0.955678802454802
"3218","DHRSX",-0.56474075174543,0.0854,0.78961743772242
"3219","DHTKD1",-0.448586339056125,0.577,0.902297709923664
"3220","DHX15",-0.51066528942756,0.23,0.801472736124635
"3221","DHX16",0.400049835421095,0.703,0.937704528512859
"3222","DHX29",-0.309468246740521,0.524,0.88759436753047
"3223","DHX30",-0.449083511098442,0.414,0.852083333333333
"3224","DHX32",-0.985812841809256,0.0515,0.767252306273063
"3225","DHX33",-1.70164834188903,0.0257,0.730920038535645
"3226","DHX34",-0.520907341929848,0.41,0.850971436856604
"3227","DHX35",-0.112958728741118,0.591,0.905120894404622
"3228","DHX36",-0.426835652906469,0.364,0.838849452120057
"3229","DHX37",-0.557449358811545,0.612,0.913532846715328
"3230","DHX38",-0.00488842359663194,0.992,0.997574991218827
"3231","DHX40",-0.232190431137452,0.705,0.938296351313713
"3232","DHX57",-0.48212410200344,0.434,0.859533757609297
"3233","DHX58",0.0574985421798964,0.939,0.986191122523844
"3234","DHX8",-0.0753792175397668,0.945,0.988720581786288
"3235","DHX9",-0.74954697478088,0.366,0.838849452120057
"3236","DIABLO",-0.70351917010435,0.278,0.825639367816092
"3237","DIAPH1",0.931886347631246,0.298,0.827964478333643
"3238","DIAPH2",-1.06448604116554,0.0555,0.767252306273063
"3239","DIAPH3",0.0936153229494036,0.91,0.980331878386514
"3240","DICER1",-0.751879827781078,0.107,0.78961743772242
"3241","DIDO1",1.27696414975042,0.0522,0.767252306273063
"3242","DIEXF",-1.9400180348138,0.107,0.78961743772242
"3243","DIMT1",-1.21568620513266,0.151,0.792072187614511
"3244","DIO1",-0.247864319610386,0.778,0.951154667349902
"3245","DIO2",-0.256677440277461,0.593,0.906438334223171
"3246","DIO3",-1.16350179181351,0.276,0.825639367816092
"3247","DIP2A",0.282434654260714,0.602,0.910473322768093
"3248","DIP2B",-0.801565449557696,0.162,0.794227212681638
"3249","DIP2C",0.420926241924477,0.604,0.911036546943919
"3250","DIRAS1",0.621870233927163,0.0562,0.767252306273063
"3251","DIRAS3",0.0231990819832397,0.963,0.994111559818273
"3252","DIRC2",-0.293438784945361,0.645,0.920748086290884
"3253","DIS3",-0.84503612485847,0.343,0.833907099184783
"3254","DIS3L",-0.11408154923137,0.873,0.971848121937942
"3255","DIS3L2",0.168996630420515,0.672,0.928719830083028
"3256","DISC1",0.435394855767979,0.491,0.877873392680514
"3257","DISP1",-0.24540829209357,0.544,0.894790302194646
"3258","DISP2",0.304323874625921,0.606,0.911036546943919
"3259","DIXDC1",0.488905152378906,0.514,0.884045416316232
"3260","DKC1",-0.878006681638552,0.293,0.827964478333643
"3261","DKK1",-1.61039708109239,0.19,0.797609970674487
"3262","DKK3",0.92619346412002,0.311,0.827964478333643
"3263","DKKL1",0.823675811146719,0.492,0.877873392680514
"3264","DLAT",-1.01579905295754,0.171,0.79579185520362
"3265","DLD",-0.674533706092855,0.265,0.823483996539792
"3266","DLG1",1.6613190616635,0.106,0.78961743772242
"3267","DLG2",-0.280457443369468,0.471,0.872120682964688
"3268","DLG3",0.38977931759896,0.33,0.830254950061328
"3269","DLG4",-0.62449990547785,0.186,0.797609970674487
"3270","DLG5",-0.461275639880331,0.543,0.894790302194646
"3271","DLGAP1",0.83471870507215,0.342,0.833907099184783
"3272","DLGAP3",-0.278657152699776,0.361,0.838849452120057
"3273","DLGAP4",0.630910148602877,0.357,0.838849452120057
"3274","DLGAP5",0.0702362178094262,0.931,0.985088698351689
"3275","DLK1",0.525269071243777,0.224,0.799799752781211
"3276","DLK2",0.385451896023057,0.607,0.911391336270191
"3277","DLL1",0.387497796253301,0.205,0.799393898120403
"3278","DLL3",0.0267234519594977,0.96,0.992374350086655
"3279","DLST",-1.19874799396221,0.0911,0.78961743772242
"3280","DLX1",0.317693517866648,0.316,0.828913595933926
"3281","DLX2",0.170524459006972,0.644,0.920748086290884
"3282","DLX3",-0.618117905247611,0.484,0.876281080398839
"3283","DLX4",-0.822985772132705,0.182,0.797609970674487
"3284","DLX5",0.442015319616518,0.26,0.820705622932745
"3285","DLX6",0.0666864632712984,0.899,0.978989361702128
"3286","DMAC1",0.447578820024772,0.293,0.827964478333643
"3287","DMAC2",-1.98160372314456,0.115,0.78961743772242
"3288","DMAP1",0.673684150514618,0.419,0.853684173071449
"3289","DMBT1",-0.50065573667852,0.743,0.945258176324209
"3290","DMBX1",0.382636333219837,0.559,0.89941384736428
"3291","DMC1",1.42928217667416,0.037,0.765429305912596
"3292","DMD",0.687820551792121,0.254,0.820029318899414
"3293","DMGDH",1.3130954275415,0.153,0.793548913043478
"3294","DMKN",-0.518189850385728,0.167,0.794227212681638
"3295","DMPK",0.160235428262203,0.774,0.94959556620731
"3296","DMRT1",-0.525693855943359,0.187,0.797609970674487
"3297","DMRT2",-0.209247714273199,0.711,0.938880651323569
"3298","DMRT3",-0.41944271937461,0.381,0.841149753238742
"3299","DMRTA1",0.0346768868353722,0.939,0.986191122523844
"3300","DMTF1",-0.904371533816199,0.0805,0.78961743772242
"3301","DMTN",0.00337448774663501,0.994,0.997833800841515
"3302","DMWD",-0.0892632483137246,0.907,0.980050196256039
"3303","DMXL1",0.109462558042071,0.812,0.957473879062114
"3304","DMXL2",-0.697044582705121,0.141,0.79117538688283
"3305","DNA2",-0.814531148702958,0.274,0.824707737594617
"3306","DNAAF1",0.0445937262094084,0.942,0.987385955920041
"3307","DNAAF2",-0.360589870374777,0.316,0.828913595933926
"3308","DNAAF3",0.14392213397089,0.857,0.970126083530339
"3309","DNAAF4",-0.99904674014773,0.103,0.78961743772242
"3310","DNAAF5",-2.10102165745742,0.12,0.78961743772242
"3311","DNAH1",-0.103810098481297,0.872,0.971717266075043
"3312","DNAH10",-1.92050026711444,0.00763,0.730920038535645
"3313","DNAH11",0.265083941354983,0.602,0.910473322768093
"3314","DNAH14",-0.732653921990648,0.0645,0.778535087719298
"3315","DNAH17",-1.41102560472467,0.224,0.799799752781211
"3316","DNAH2",0.431159030356854,0.72,0.938880651323569
"3317","DNAH3",-0.0724506673585366,0.947,0.989078140960163
"3318","DNAH5",0.361597180506327,0.638,0.918625025145846
"3319","DNAH6",-1.71357654235737,0.0543,0.767252306273063
"3320","DNAI1",-0.48392927372265,0.252,0.819672801635992
"3321","DNAJA1",-0.491801624056099,0.651,0.921493622070602
"3322","DNAJA2",-0.656853513447514,0.363,0.838849452120057
"3323","DNAJA3",1.25118742397927,0.114,0.78961743772242
"3324","DNAJA4",-1.06470869965032,0.214,0.799799752781211
"3325","DNAJB1",-1.07871263789311,0.156,0.794227212681638
"3326","DNAJB11",0.41354060156648,0.53,0.889860426929392
"3327","DNAJB12",-0.314089604741818,0.665,0.927010906612134
"3328","DNAJB14",0.488408245968399,0.439,0.860271731690623
"3329","DNAJB2",0.531635952998589,0.343,0.833907099184783
"3330","DNAJB4",-0.817301203971388,0.295,0.827964478333643
"3331","DNAJB5",1.63709482320623,0.0448,0.767252306273063
"3332","DNAJB6",0.259153529875922,0.47,0.872120682964688
"3333","DNAJB9",-0.528375155405984,0.306,0.827964478333643
"3334","DNAJC1",-1.0687732673541,0.159,0.794227212681638
"3335","DNAJC10",0.0873584888383737,0.923,0.983091145833333
"3336","DNAJC11",-0.551874931376096,0.502,0.878960571289062
"3337","DNAJC12",-0.560399558184894,0.416,0.852791064012602
"3338","DNAJC13",-0.67924549402131,0.213,0.799799752781211
"3339","DNAJC14",-1.39314569653761,0.0294,0.736338409475465
"3340","DNAJC15",0.601507267733643,0.217,0.799799752781211
"3341","DNAJC16",-0.490145107429587,0.615,0.914449860002074
"3342","DNAJC17",0.388758885756264,0.655,0.923457567115744
"3343","DNAJC18",0.671056792953164,0.123,0.78961743772242
"3344","DNAJC19",-0.316608039676072,0.494,0.877873392680514
"3345","DNAJC2",-1.34628551121631,0.133,0.79117538688283
"3346","DNAJC21",1.67103984070055,0.14,0.79117538688283
"3347","DNAJC22",0.84688274452347,0.19,0.797609970674487
"3348","DNAJC24",-0.422408490275035,0.437,0.860271731690623
"3349","DNAJC25",-0.351224866624865,0.55,0.897134229717411
"3350","DNAJC27",-0.441419035471224,0.266,0.823483996539792
"3351","DNAJC28",0.878999397497612,0.103,0.78961743772242
"3352","DNAJC3",0.0983585167459237,0.899,0.978989361702128
"3353","DNAJC30",0.0749174314062724,0.907,0.980050196256039
"3354","DNAJC4",0.850872086376459,0.132,0.79117538688283
"3355","DNAJC5",1.72639277296355,0.00264,0.730920038535645
"3356","DNAJC6",-0.211186398840735,0.84,0.964204955496752
"3357","DNAJC7",-0.403749468366666,0.571,0.900186018437226
"3358","DNAJC8",0.445405915905135,0.442,0.861668255481411
"3359","DNAJC9",-0.308314206249343,0.668,0.927528813559322
"3360","DNAL1",0.20164067244037,0.682,0.931390001908033
"3361","DNAL4",1.39036866640695,0.167,0.794227212681638
"3362","DNASE1",1.18596067506443,0.156,0.794227212681638
"3363","DNASE1L1",0.847626335164189,0.28,0.825639367816092
"3364","DNASE1L2",-0.188282726767802,0.857,0.970126083530339
"3365","DNASE2",-0.383201151068058,0.592,0.905683445548787
"3366","DND1",-0.948491209110906,0.319,0.828913595933926
"3367","DNER",0.544079390173127,0.463,0.86979593175853
"3368","DNHD1",-1.49117672628939,0.00346,0.730920038535645
"3369","DNLZ",0.648307186037438,0.295,0.827964478333643
"3370","DNM1",0.601670918985061,0.455,0.868096094895375
"3371","DNM1L",-1.11685872009615,0.0988,0.78961743772242
"3372","DNM2",-0.4575252019835,0.45,0.866175877369907
"3373","DNM3",0.832959445432424,0.078,0.783916666666667
"3374","DNMBP",-0.0172041379404086,0.984,0.9968126813389
"3375","DNMT1",-0.300309882495005,0.722,0.939072324186807
"3376","DNMT3A",-0.834572378453092,0.0271,0.735817757009346
"3377","DNMT3B",0.701605861491786,0.201,0.798775426058274
"3378","DNPEP",-0.429305574881395,0.282,0.826933047560727
"3379","DNPH1",0.161055508964228,0.841,0.964579360628155
"3380","DNTTIP1",0.126924973994763,0.794,0.953295407010792
"3381","DNTTIP2",0.115571688077357,0.863,0.970756325632563
"3382","DOC2A",-0.574062306359438,0.313,0.828913595933926
"3383","DOCK1",-0.638375751299056,0.266,0.823483996539792
"3384","DOCK10",-0.751355290342831,0.317,0.828913595933926
"3385","DOCK11",-0.476526186550883,0.497,0.877906589338598
"3386","DOCK3",0.22381419044802,0.8,0.954333333333333
"3387","DOCK4",0.532469740660323,0.282,0.826933047560727
"3388","DOCK5",0.0938724398486919,0.88,0.974487506768778
"3389","DOCK6",-0.29989127596004,0.596,0.908114954763172
"3390","DOCK7",-0.142019285957619,0.887,0.975947792706334
"3391","DOCK8",-0.0642839430407741,0.939,0.986191122523844
"3392","DOCK9",-0.750103598862775,0.463,0.86979593175853
"3393","DOHH",-0.419082750679651,0.31,0.827964478333643
"3394","DOK1",-0.183956284352234,0.79,0.953295407010792
"3395","DOK3",-0.256275634047659,0.723,0.939519335511983
"3396","DOK4",0.225694572782327,0.698,0.936357417299222
"3397","DOK5",0.494615506369748,0.329,0.830254950061328
"3398","DOLK",0.297502940065282,0.342,0.833907099184783
"3399","DOLPP1",1.15365058981142,0.0713,0.782714340490798
"3400","DONSON",-0.54194830567589,0.466,0.871315308254963
"3401","DOPEY1",-0.974985555043477,0.0957,0.78961743772242
"3402","DOPEY2",-1.43756649531869,0.0817,0.78961743772242
"3403","DOT1L",-0.31735740078124,0.183,0.797609970674487
"3404","DPAGT1",-1.31488224389877,0.0522,0.767252306273063
"3405","DPCD",-0.457455112082895,0.643,0.920748086290884
"3406","DPF1",1.38997342616635,0.0699,0.782714340490798
"3407","DPF2",0.335307642807418,0.535,0.893122448979592
"3408","DPF3",0.804049503582858,0.398,0.845683538667063
"3409","DPH1",0.577187839317469,0.678,0.930488703810071
"3410","DPH2",-0.665818118200118,0.379,0.839842879256966
"3411","DPH3",-0.958797659873389,0.245,0.812222093561834
"3412","DPH5",-0.201067306238725,0.71,0.938880651323569
"3413","DPH6",-1.14269994727053,0.116,0.78961743772242
"3414","DPH7",0.437849304865384,0.508,0.88188455008489
"3415","DPM1",-2.21734761821509,0.0699,0.782714340490798
"3416","DPM2",1.29019731973498,0.0135,0.730920038535645
"3417","DPM3",0.540413180269115,0.0301,0.736338409475465
"3418","DPP3",0.0876476145637184,0.822,0.960801012492855
"3419","DPP4",-0.374065864219034,0.223,0.799799752781211
"3420","DPP7",1.34685987470255,0.08,0.78870523415978
"3421","DPP8",0.878727032413825,0.29,0.827964478333643
"3422","DPP9",-0.424121448245573,0.651,0.921493622070602
"3423","DPY19L1",-0.292580617757035,0.616,0.914449860002074
"3424","DPY19L2",-0.849688597662824,0.196,0.797992036405006
"3425","DPY19L3",-0.978951691833439,0.149,0.79117538688283
"3426","DPY19L4",-1.0741138031854,0.132,0.79117538688283
"3427","DPY30",-0.674635483508642,0.124,0.78961743772242
"3428","DPYD",0.504051712669618,0.626,0.917721583392694
"3429","DPYS",-0.401069017097918,0.586,0.904527711882683
"3430","DPYSL2",-0.0705312373712167,0.911,0.980597413339349
"3431","DPYSL3",0.294265040229639,0.608,0.911840754321634
"3432","DPYSL5",0.251565548993523,0.182,0.797609970674487
"3433","DQX1",-0.195172394015734,0.809,0.956856564488144
"3434","DR1",0.0203454161030637,0.978,0.996620347394541
"3435","DRAM1",-0.900703188966014,0.28,0.825639367816092
"3436","DRAM2",-1.34095763871225,0.139,0.79117538688283
"3437","DRAP1",0.337854304807537,0.617,0.914951908160099
"3438","DRAXIN",0.547327618587867,0.583,0.904088939443181
"3439","DRC3",-0.87467265355526,0.155,0.794227212681638
