"","genes","estimate","p","p.adj"
"470","ALOX12B",-0.351158464824889,0.57,0.900186018437226
"471","ALOX15B",0.881871482989897,0.161,0.794227212681638
"472","ALOX5",-1.95475051462136,0.0898,0.78961743772242
"473","ALOX5AP",-0.64427152287259,0.158,0.794227212681638
"474","ALPK1",-0.665688638241796,0.273,0.824123787431464
"475","ALPK2",0.0885795409540053,0.91,0.980331878386514
"476","ALPK3",-0.2118069560676,0.716,0.938880651323569
"477","ALPL",-0.93670365789176,0.459,0.869239978833179
"478","ALS2",-0.654925264575347,0.0992,0.78961743772242
"479","ALS2CL",-0.577473290247534,0.402,0.847765173836182
"480","ALS2CR12",0.922854771867942,0.369,0.838849452120057
"481","ALX3",-0.517785982395236,0.284,0.827490331772847
"482","ALX4",0.95709649453612,0.28,0.825639367816092
"483","ALYREF",0.453222987037594,0.645,0.920748086290884
"484","AMACR",0.696371281676954,0.492,0.877873392680514
"485","AMBRA1",-0.283359331425741,0.689,0.933911087965155
"486","AMD1",0.169542784520346,0.734,0.94192828328104
"487","AMDHD2",0.363581348077859,0.579,0.902663622526636
"488","AMER1",-0.280236587854979,0.653,0.922820108427797
"489","AMFR",0.480163408431364,0.418,0.853468834688347
"490","AMH",0.650472698513288,0.416,0.852791064012602
"491","AMIGO1",0.270759472402415,0.654,0.922820108427797
"492","AMIGO2",-0.405198783294864,0.569,0.900186018437226
"493","AMIGO3",0.555232009613645,0.303,0.827964478333643
"494","AMMECR1",0.611780080713734,0.515,0.884277917716205
"495","AMMECR1L",-0.868503484372666,0.171,0.79579185520362
"496","AMN",-0.251151644674494,0.524,0.88759436753047
"497","AMN1",-0.648788893179539,0.474,0.873607570490537
"498","AMOT",-0.506690612748865,0.321,0.829708429051069
"499","AMOTL1",0.596022383107855,0.475,0.873763171421229
"500","AMOTL2",-0.81828676042998,0.413,0.852083333333333
"501","AMPD2",0.479340255696937,0.401,0.847529159899601
"502","AMPD3",-1.12560014295011,0.177,0.797530689329556
"503","AMT",0.0419364817657561,0.927,0.98427570093458
"504","AMTN",1.33351469419997,0.279,0.825639367816092
"505","AMY1A",1.03969592533546,0.104,0.78961743772242
"506","AMY2B",-0.985341936879602,0.263,0.82112213740458
"507","AMZ1",0.14298871267808,0.808,0.956147805240969
"508","AMZ2",-0.047906680521652,0.971,0.995692335243553
"509","ANAPC1",-0.911606302481622,0.157,0.794227212681638
"510","ANAPC10",-0.688596505579697,0.456,0.868614770459082
"511","ANAPC11",0.74740872053554,0.438,0.860271731690623
"512","ANAPC13",-0.751347528778713,0.197,0.798775426058274
"513","ANAPC15",1.15375214584766,0.26,0.820705622932745
"514","ANAPC16",0.18085750547289,0.778,0.951154667349902
"515","ANAPC2",0.735429198325706,0.204,0.799195402298851
"516","ANAPC4",-1.2398278250364,0.104,0.78961743772242
"517","ANAPC5",-0.694598957420705,0.4,0.847529159899601
"518","ANAPC7",-0.230816887359561,0.608,0.911840754321634
"519","ANG",0.293318432313086,0.706,0.938296351313713
"520","ANGEL1",0.197382776475474,0.791,0.953295407010792
"521","ANGEL2",-1.13479036272465,0.131,0.79117538688283
"522","ANGPT1",0.18472812329581,0.797,0.953774870423006
"523","ANGPTL2",0.743730067851838,0.0653,0.778869384359401
"524","ANGPTL4",0.158772868769365,0.721,0.938880651323569
"525","ANGPTL5",0.232617649978066,0.86,0.970126083530339
"526","ANGPTL6",0.600948152528112,0.151,0.792072187614511
"527","ANK1",-0.255049224547312,0.676,0.929759800153728
"528","ANK2",-0.147159260967166,0.796,0.953295407010792
"529","ANK3",-1.19316076740513,0.0957,0.78961743772242
"530","ANKAR",-0.995032032702535,0.0419,0.767005754475703
"531","ANKDD1A",0.775076806707704,0.238,0.807236842105263
"532","ANKEF1",-0.918337350187387,0.199,0.798775426058274
"533","ANKFY1",0.188005915354945,0.648,0.92125533816665
"534","ANKH",1.57455197804796,0.000557,0.730920038535645
"535","ANKHD1",-0.665616788103635,0.188,0.797609970674487
"536","ANKHD1-EIF4EBP3",0.568228304964418,0.293,0.827964478333643
"537","ANKIB1",-0.295826695755377,0.544,0.894790302194646
"538","ANKK1",-0.516142166671513,0.268,0.823619579218549
"539","ANKLE1",-0.703544479445348,0.377,0.839446168166305
"540","ANKLE2",-1.52061309166606,0.179,0.797609970674487
"541","ANKMY1",-1.34158181520409,0.00777,0.730920038535645
"542","ANKMY2",-0.236782744630164,0.728,0.940401459854015
"543","ANKRA2",-1.98460704483776,0.127,0.79117538688283
"544","ANKRD10",-1.0147936384929,0.159,0.794227212681638
"545","ANKRD11",0.332099389062444,0.526,0.888773607176582
"546","ANKRD12",-0.780758735133404,0.338,0.83278313253012
"547","ANKRD13A",-0.00354727114146491,0.994,0.997833800841515
"548","ANKRD13B",-1.44642366647739,0.0938,0.78961743772242
"549","ANKRD13C",-0.170900979831912,0.863,0.970756325632563
"550","ANKRD13D",-0.206925916220986,0.825,0.962029569892473
"551","ANKRD16",-1.11482789626234,0.0111,0.730920038535645
"552","ANKRD17",-0.854890507397837,0.158,0.794227212681638
"553","ANKRD18A",-0.662015635259202,0.386,0.84193085106383
"554","ANKRD20A2",-0.406276817130991,0.142,0.79117538688283
"555","ANKRD20A4",0.312221285936831,0.522,0.887370510845087
"556","ANKRD23",-0.128279936355621,0.838,0.96353172690763
"557","ANKRD26",-1.47962926770088,0.0291,0.736338409475465
"558","ANKRD27",-0.780284523335142,0.408,0.850024741667879
"559","ANKRD28",-0.570501832522166,0.371,0.839007405073263
"560","ANKRD31",-1.32195205608923,0.115,0.78961743772242
"561","ANKRD34A",0.489609305282191,0.519,0.886467605297697
"562","ANKRD34B",-0.467311681356074,0.387,0.84193085106383
"563","ANKRD35",-0.231042402363077,0.585,0.904527711882683
"564","ANKRD36",-0.617066254391672,0.266,0.823483996539792
"565","ANKRD36B",-0.785745107278005,0.171,0.79579185520362
"566","ANKRD36C",0.134499191355182,0.794,0.953295407010792
"567","ANKRD37",-0.188690692947821,0.641,0.920537219101124
"568","ANKRD39",-0.109277408407271,0.868,0.971115279406018
"569","ANKRD40",-0.184579380589907,0.843,0.965712628040973
"570","ANKRD42",-0.289150119875762,0.501,0.878960571289062
"571","ANKRD44",0.297325331976719,0.52,0.886800095306171
"572","ANKRD45",-0.409531087998201,0.415,0.852083333333333
"573","ANKRD46",-1.23920522021693,0.169,0.795539296284117
"574","ANKRD49",-0.319876519699235,0.293,0.827964478333643
"575","ANKRD50",-0.343489354447115,0.594,0.907095156816727
"576","ANKRD52",-0.115027672885126,0.741,0.944560552092609
"577","ANKRD53",0.561670402942092,0.432,0.858542274052478
"578","ANKRD54",0.398698098372574,0.647,0.920748086290884
"579","ANKRD6",-0.656519003328069,0.57,0.900186018437226
"580","ANKRD61",-1.83514746472179,0.0252,0.730920038535645
"581","ANKRD62",-1.72877249140531,0.311,0.827964478333643
"582","ANKRD65",1.35314503059846,0.0303,0.736338409475465
"583","ANKRD7",-1.29290426223184,0.0695,0.782714340490798
"584","ANKRD9",0.365078223720106,0.492,0.877873392680514
"585","ANKS1A",-0.349711537068304,0.692,0.934967437470505
"586","ANKS1B",-0.597598948341922,0.239,0.807236842105263
"587","ANKS3",1.84738850574976,0.0217,0.730920038535645
"588","ANKS6",-0.722893751249691,0.487,0.877126950176145
"589","ANKZF1",-0.713684598361049,0.222,0.799799752781211
"590","ANLN",0.0588299572667799,0.93,0.984904194717763
"591","ANO1",-0.0288115289680325,0.968,0.994753768844221
"592","ANO10",-0.262882664038856,0.508,0.88188455008489
"593","ANO4",0.942209721668385,0.277,0.825639367816092
"594","ANO5",-1.28654007518422,0.0416,0.765429305912596
"595","ANO6",-0.607277146995252,0.136,0.79117538688283
"596","ANO8",-0.946451654701887,0.246,0.812526534379326
"597","ANO9",-0.536366417580308,0.493,0.877873392680514
"598","ANOS1",-0.153086197326587,0.846,0.966673850574713
"599","ANP32A",0.221653628023906,0.647,0.920748086290884
"600","ANP32B",-0.525338386911291,0.397,0.845441088961619
"601","ANP32E",-0.365079025975839,0.352,0.836328630705394
"602","ANPEP",0.151183385105048,0.695,0.936281291172596
"603","ANTXR1",-0.168642327498039,0.781,0.952219998296568
"604","ANTXR2",-0.460111689215815,0.385,0.84193085106383
"605","ANTXRL",-0.0546170433704015,0.944,0.988107633811056
"606","ANXA1",0.421121879968291,0.0885,0.78961743772242
"607","ANXA11",0.00605876029375818,0.993,0.997669497473329
"608","ANXA13",0.357884071945229,0.412,0.851296189376443
"609","ANXA2",-0.0546667650173429,0.872,0.971717266075043
"610","ANXA2R",0.185028785230202,0.85,0.967521642443015
"611","ANXA3",0.094388008282389,0.801,0.954333333333333
"612","ANXA4",-0.609346737733622,0.445,0.863469028942386
"613","ANXA5",0.570231439641338,0.134,0.79117538688283
"614","ANXA6",-0.194886699754586,0.698,0.936357417299222
"615","ANXA7",0.0282364776425807,0.932,0.985716177444273
"616","ANXA8",-0.596832111884388,0.222,0.799799752781211
"617","ANXA8L1",-0.241159986430947,0.63,0.917721583392694
"618","ANXA9",-0.550065811359267,0.562,0.899992169146437
"619","AOAH",0.118073355396178,0.9,0.978989361702128
"620","AOC2",-0.500886043435569,0.256,0.820705622932745
"621","AOC3",-0.353891669743869,0.628,0.917721583392694
"622","AOX1",-0.890934930134073,0.344,0.834495848161329
"623","AP1AR",-0.735622643853339,0.388,0.842825493171472
"624","AP1B1",1.48219575333082,0.0298,0.736338409475465
"625","AP1G1",0.630105378648256,0.273,0.824123787431464
"626","AP1G2",-0.329131815143957,0.404,0.848981209630065
"627","AP1M1",-1.02577056786426,0.0755,0.782787103746398
"628","AP1M2",-0.312989705085457,0.315,0.828913595933926
"629","AP1S1",-0.681081545448988,0.138,0.79117538688283
"630","AP1S2",-0.0686113026838538,0.894,0.977737795095118
"631","AP1S3",0.369917996079262,0.54,0.894790302194646
"632","AP2A1",0.853002255365069,0.258,0.820705622932745
"633","AP2A2",-1.54036065289786,0.0444,0.767252306273063
"634","AP2B1",0.157587820342225,0.757,0.947822531269133
"635","AP2M1",0.809806101850785,0.139,0.79117538688283
"636","AP2S1",1.18853706511878,0.12,0.78961743772242
"637","AP3B1",-0.261090351060511,0.54,0.894790302194646
"638","AP3B2",-1.14659874804929,0.05,0.767252306273063
"639","AP3D1",0.398808654650953,0.254,0.820029318899414
"640","AP3M1",-0.706035965063533,0.21,0.799799752781211
"641","AP3M2",-0.676056755003699,0.255,0.820666591726619
"642","AP3S1",-0.194802964565041,0.758,0.948162355819643
"643","AP3S2",-0.743054345436954,0.196,0.797992036405006
"644","AP4B1",0.32742755732599,0.587,0.904944819457838
"645","AP4E1",-0.826221030745648,0.303,0.827964478333643
"646","AP4M1",-0.743431740326904,0.124,0.78961743772242
"647","AP4S1",0.565169850359977,0.568,0.900186018437226
"648","AP5B1",0.249827532784898,0.698,0.936357417299222
"649","AP5M1",-0.196984345881674,0.782,0.952546800544588
"650","AP5S1",1.04268421572996,0.172,0.79579185520362
"651","AP5Z1",-0.312765472361122,0.374,0.839446168166305
"652","APAF1",-1.29311524155884,0.0856,0.78961743772242
"653","APBA1",0.967906357337136,0.209,0.799799752781211
"654","APBA2",-0.715347433506134,0.347,0.835121889710827
"655","APBA3",-0.00082135034460222,0.999,0.999279225770386
"656","APBB1",0.261101927614917,0.636,0.918053846929515
"657","APBB1IP",0.7996922851846,0.408,0.850024741667879
"658","APBB2",0.522887206351204,0.433,0.858979351441242
"659","APBB3",-0.175075573483191,0.758,0.948162355819643
"660","APC",1.05698049904216,0.0687,0.782714340490798
"661","APCDD1",-0.295404158274263,0.663,0.92674982911825
"662","APCDD1L",0.305144621330753,0.793,0.953295407010792
"663","APEH",0.409247730456907,0.439,0.860271731690623
"664","APEX1",0.216342176383759,0.715,0.938880651323569
"665","APEX2",-0.375845188637559,0.372,0.839007405073263
"666","APH1A",-1.2940726606847,0.00995,0.730920038535645
"667","APH1B",1.08952413815049,0.0455,0.767252306273063
"668","API5",-0.80452245144265,0.253,0.819944532488114
"669","APIP",0.189284008606549,0.816,0.958326359832636
"670","APLF",0.030714271789537,0.954,0.990463446475196
"671","APLN",0.37183736843222,0.575,0.900955013134851
"672","APLP1",0.880678159048737,0.0698,0.782714340490798
"673","APLP2",0.920540827614997,0.0755,0.782787103746398
"674","APMAP",-0.724720270057079,0.45,0.866175877369907
"675","APOA1",-0.495186576819466,0.625,0.917721583392694
"676","APOBEC3B",-0.547074221082291,0.458,0.869239978833179
"677","APOBEC3C",-1.5676070432242,0.0396,0.765429305912596
"678","APOBEC3D",-1.0891752456043,0.219,0.799799752781211
"679","APOBEC3F",0.296186654875826,0.793,0.953295407010792
"680","APOBR",0.179481126068238,0.799,0.954333333333333
"681","APOC1",-0.246404147241643,0.777,0.950744080690657
"682","APOD",0.0783196131032152,0.937,0.985754023664291
"683","APOE",-0.0720910741463436,0.873,0.971848121937942
"684","APOL1",0.340033813373712,0.682,0.931390001908033
"685","APOL2",0.769042602888347,0.361,0.838849452120057
"686","APOL3",0.686194238778237,0.286,0.827964478333643
"687","APOL6",0.769129873690666,0.281,0.825639367816092
"688","APOLD1",-0.267364933210518,0.721,0.938880651323569
"689","APOM",-0.171266170325674,0.865,0.970907064069467
"690","APOO",0.720172139466191,0.463,0.86979593175853
"691","APOOL",0.591458409017036,0.421,0.854233167965982
"692","APOPT1",-0.806424363980321,0.0886,0.78961743772242
"693","APP",1.20626817695285,0.00174,0.730920038535645
"694","APPBP2",-0.129087126783822,0.9,0.978989361702128
"695","APPL1",-0.890319592642426,0.159,0.794227212681638
"696","APPL2",-0.73187172657691,0.332,0.830580216707445
"697","APRT",0.870304489931163,0.15,0.79117538688283
"698","APTX",-0.560305261625003,0.56,0.89959840932004
"699","AQP1",1.61363278882398,0.071,0.782714340490798
"700","AQP11",-0.458659142803662,0.486,0.876759924385633
"701","AQP3",0.161260528998147,0.808,0.956147805240969
"702","AQP4",-0.655027627437157,0.553,0.897629549835582
"703","AQP5",0.671653420195766,0.235,0.805947532343076
"704","AQP7",-0.677086484335766,0.451,0.866182061579652
"705","AQR",-1.51470622069893,0.0196,0.730920038535645
"706","AR",-0.160871095506712,0.637,0.9184785455278
"707","ARAF",0.658142346344696,0.122,0.78961743772242
"708","ARAP1",0.382547040520972,0.418,0.853468834688347
"709","ARAP2",-0.152658937804378,0.765,0.948629158004158
"710","ARAP3",0.276528407792986,0.662,0.926528157997654
"711","ARC",0.605787307130774,0.317,0.828913595933926
"712","ARCN1",-0.236976897985813,0.751,0.945852982579623
"713","AREG",0.785131987091822,0.3,0.827964478333643
"714","AREL1",-0.444215153811312,0.485,0.876281080398839
"715","ARF1",0.351415496611119,0.594,0.907095156816727
"716","ARF3",-0.41719230731679,0.524,0.88759436753047
"717","ARF4",-0.136037295024252,0.892,0.97724141885177
"718","ARF5",0.43925247929526,0.379,0.839842879256966
"719","ARF6",-1.03713397430025,0.151,0.792072187614511
"720","ARFGAP1",1.08098577601218,0.0575,0.767252306273063
"721","ARFGAP2",-0.239147419672552,0.773,0.94959556620731
"722","ARFGAP3",-0.223184183906855,0.772,0.94959556620731
"723","ARFGEF1",-0.51530958076044,0.281,0.825639367816092
"724","ARFGEF2",-1.08605451886384,0.176,0.796283185840708
"725","ARFGEF3",0.107937973944803,0.885,0.975797196333667
"726","ARFIP1",0.997945686161371,0.328,0.829708429051069
"727","ARFIP2",-1.00009499039682,0.0529,0.767252306273063
"728","ARFRP1",1.12962947546963,0.28,0.825639367816092
"729","ARG2",0.0743573209295703,0.908,0.980331878386514
"730","ARGLU1",-1.51892504770261,0.0293,0.736338409475465
"731","ARHGAP1",0.0479394221500747,0.944,0.988107633811056
"732","ARHGAP10",1.17037451479068,0.406,0.84992049598833
"733","ARHGAP11A",-0.9203082667186,0.12,0.78961743772242
"734","ARHGAP11B",-0.779497753567461,0.0251,0.730920038535645
"735","ARHGAP12",-0.654860907342068,0.135,0.79117538688283
"736","ARHGAP17",0.122268009159691,0.843,0.965712628040973
"737","ARHGAP18",-0.355021675982021,0.667,0.927528813559322
"738","ARHGAP19",0.131270346455359,0.838,0.96353172690763
"739","ARHGAP20",0.735281378495459,0.43,0.857984285912947
"740","ARHGAP21",0.282310437576151,0.634,0.917813509693053
"741","ARHGAP22",-0.17944536426249,0.814,0.957863542951089
"742","ARHGAP23",-0.0461289804682515,0.913,0.98075904247336
"743","ARHGAP24",0.154793848348411,0.877,0.973575416828228
"744","ARHGAP25",0.641929291812168,0.472,0.872279886392977
"745","ARHGAP26",0.244202792532655,0.267,0.823619579218549
"746","ARHGAP27",-0.429364980889202,0.0729,0.782787103746398
"747","ARHGAP28",-0.276599231989719,0.788,0.952801756905144
"748","ARHGAP29",0.331738112396949,0.358,0.838849452120057
"749","ARHGAP30",-0.842428399245851,0.309,0.827964478333643
"750","ARHGAP31",-0.116034960432582,0.847,0.966813252531696
"751","ARHGAP32",-0.306040105457303,0.557,0.898012726658408
"752","ARHGAP33",0.923277459563369,0.321,0.829708429051069
"753","ARHGAP35",0.501761626617167,0.477,0.874184483420817
"754","ARHGAP39",-0.964295651473837,0.12,0.78961743772242
"755","ARHGAP4",0.475366116807175,0.236,0.806094010975901
"756","ARHGAP42",-0.138104944554175,0.775,0.94959556620731
"757","ARHGAP44",-0.803853608576196,0.233,0.803903350204869
"758","ARHGAP45",0.453904260211667,0.263,0.82112213740458
"759","ARHGAP5",0.528767690073631,0.457,0.869016339001063
"760","ARHGAP6",-0.406313658015332,0.515,0.884277917716205
"761","ARHGAP8",-0.815816715654729,0.00565,0.730920038535645
"762","ARHGAP9",0.124680577682603,0.852,0.967813045548326
"763","ARHGDIA",0.868548056420442,0.311,0.827964478333643
"764","ARHGDIB",0.650911587158167,0.438,0.860271731690623
"765","ARHGDIG",0.541845695352238,0.386,0.84193085106383
"766","ARHGEF1",0.496557028762234,0.56,0.89959840932004
"767","ARHGEF10",0.177982752601205,0.548,0.896118345899018
"768","ARHGEF10L",0.0842235671737493,0.865,0.970907064069467
"769","ARHGEF11",-0.77069477453464,0.21,0.799799752781211
"770","ARHGEF12",0.773029143504534,0.211,0.799799752781211
"771","ARHGEF16",0.224604317850179,0.672,0.928719830083028
"772","ARHGEF17",0.369266542135495,0.506,0.881620009737098
"773","ARHGEF18",-0.136010825458239,0.879,0.974435452644622
"774","ARHGEF19",-0.213454870488233,0.702,0.93715657931549
"775","ARHGEF2",-0.26303997902752,0.584,0.904527711882683
"776","ARHGEF25",0.24840252028376,0.614,0.914135205408216
"777","ARHGEF26",0.74256569084501,0.0522,0.767252306273063
"778","ARHGEF28",-0.715180367337821,0.269,0.823862858365426
"779","ARHGEF3",-0.549367369888399,0.119,0.78961743772242
"780","ARHGEF35",-0.176917609175837,0.408,0.850024741667879
"781","ARHGEF37",0.533767736067006,0.17,0.79579185520362
"782","ARHGEF38",0.0374933055215119,0.939,0.986191122523844
"783","ARHGEF39",-0.0453709787124693,0.919,0.981825882528547
"784","ARHGEF4",-0.246554892733714,0.675,0.929545454545455
"785","ARHGEF40",0.645174155830252,0.308,0.827964478333643
"786","ARHGEF5",-0.378059706437417,0.368,0.838849452120057
"787","ARHGEF6",0.899826264742507,0.257,0.820705622932745
"788","ARHGEF7",-1.73566140386456,0.000764,0.730920038535645
"789","ARHGEF9",0.274160585113638,0.754,0.94704834605598
"790","ARID1A",-0.771177429972503,0.112,0.78961743772242
"791","ARID1B",-0.0496198260805364,0.951,0.989645609188718
"792","ARID2",-1.05528338235988,0.0491,0.767252306273063
"793","ARID3A",-0.403321140666754,0.45,0.866175877369907
"794","ARID3B",-1.24073833830179,0.0739,0.782787103746398
"795","ARID3C",0.685612058170393,0.328,0.829708429051069
