"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"METTL27",-0.701070431228262,3.1102748115,-2.99281932882452,0.00839640916528801,0.995890648044264,-4.02284267212635
"SLC9A8",-0.535417323695652,3.48704085583333,-2.98815598314867,0.00847932672352561,0.995890648044264,-4.02430243633207
"CYP4B1",0.657421364195652,0.932692136791667,2.98544880945545,0.00852782808116073,0.995890648044264,-4.02515017397727
"DUS4L",-0.618141214923913,3.41917016583333,-2.98294951032993,0.00857284535418445,0.995890648044264,-4.02593301969407
"PDLIM1",0.563481642326085,6.205122573625,2.9787835789374,0.00864839756318745,0.995890648044264,-4.02723832908634
"FTL",0.610993235195648,10.15382774975,2.97622741835512,0.00869507640368478,0.995890648044264,-4.02803951513273
"S100A16",0.708263329565217,6.16212689420833,2.96807659957,0.0088455672511476,0.995890648044264,-4.03059559135764
"UQCC2",0.466838357108693,5.73769238566667,2.95696113129123,0.00905489270284597,0.995890648044264,-4.03408461849518
"AP1S1",-0.426753729097825,4.37428612608333,-2.9563851274431,0.00906587047123395,0.995890648044264,-4.0342655208995
"C11orf58",0.431779479880436,5.91940439570833,2.95553185236419,0.00908215644218746,0.995890648044264,-4.03453352252767
"TMEM8A",0.578957680304349,4.26051381575,2.91057820593328,0.00998163023672272,0.995890648044264,-4.04868267846901
"PPFIA4",-0.801882379358695,3.24346349595833,-2.90980781870255,0.00999777589471532,0.995890648044264,-4.0489256545455
"DACH1",-0.89277535175,1.577846413,-2.90905469733149,0.0100135842281341,0.995890648044264,-4.04916320078469
"ZNF709",-0.393835187413044,1.65614753054167,-2.9086904870092,0.0100212378663978,0.995890648044264,-4.04927808397702
"CIB2",-0.601650082467392,3.77057488758333,-2.89895718507538,0.0102278952689073,0.995890648044264,-4.05234960420174
"DES",0.743834528358695,0.862892018166667,2.89655259088458,0.0102795838025772,0.995890648044264,-4.05310881112588
"HIST1H4I",1.20415879380435,3.58132160020833,2.89463133081946,0.0103210649391125,0.995890648044264,-4.05371552512168
"ZC3HAV1L",-0.414885236391305,3.70307745445833,-2.89235694746657,0.0103703803302719,0.995890648044264,-4.05443387872454
"TRERF1",-0.530915072869565,1.85948430979167,-2.89041954085829,0.0104125694441315,0.995890648044264,-4.05504590786345
"CCDC8",0.941718071445652,1.42754045004167,2.87982278202644,0.0106462893699146,0.995890648044264,-4.05839517921397
"KCTD7",-0.386204383804349,2.321343711375,-2.87383770045363,0.010780536260952,0.995890648044264,-4.06028814316573
"CFL1",0.386680806010869,8.58348147933333,2.87128780358274,0.0108382285975546,0.995890648044264,-4.06109490367136
"RELL2",-0.540441221369565,2.031565327,-2.86911414954587,0.0108876446232947,0.995890648044264,-4.06178275512563
"TSSK6",-0.45970401577174,0.895030757583333,-2.86700918572216,0.010935707239434,0.995890648044264,-4.06244898327203
"CRIP2",0.827396506369566,5.17246503520833,2.86027674983634,0.011090813964769,0.995890648044264,-4.06458056686887
"ARPC4",0.477014252228263,6.93551468733333,2.85620250454699,0.011185712832314,0.995890648044264,-4.06587107613311
"SYP",-0.415012784336956,0.967198597291667,-2.85370220983268,0.0112443397676467,0.995890648044264,-4.06666324149072
"IMMP2L",-0.816037478684781,4.15410228541667,-2.85114333095966,0.0113046486186409,0.995890648044264,-4.06747412589195
"DBF4",-0.407413532413044,4.74971900075,-2.84974236498745,0.0113377998674955,0.995890648044264,-4.06791814602826
"ACTN4",0.38228797846739,8.781200613375,2.84834280351682,0.0113710119065479,0.995890648044264,-4.06836176840056
"PSMC4",0.380238231760868,6.36695369983333,2.84333726837354,0.0114905677816545,0.995890648044264,-4.06994877014994
"FAM234A",0.464680753804346,4.59880715145833,2.84037873005335,0.0115618031077336,0.995890648044264,-4.07088705389669
"POLR2F",0.506605846206521,5.75322037345833,2.83724982737867,0.0116376056338414,0.995890648044264,-4.07187959295604
"ZNF883",-0.410203890391305,2.94199283204167,-2.83405339099074,0.0117155409832419,0.995890648044264,-4.07289379212501
"IGFBP2",1.34774826267391,5.01279891258333,2.8339327446973,0.0117184924468992,0.995890648044264,-4.07293207673093
"NLRP1",-0.358385341913044,1.29276526983333,-2.82689687906007,0.0118918665203352,0.995890648044264,-4.07516534621022
"APBB1IP",-0.840323900521739,0.629845184583333,-2.82586898870454,0.0119174021257017,0.995890648044264,-4.07549170646813
"DHRS2",0.703105478402174,0.580015364625,2.82560861996095,0.011923878812715,0.995890648044264,-4.07557437866002
"SERPINH1",0.846676881858697,5.89096595179167,2.8193816601354,0.012079793176887,0.995890648044264,-4.0775520193149
"ZNF25",-0.453894614,3.17269792483333,-2.8088412514313,0.0123482139781415,0.995890648044264,-4.08090155985467
"RXRB",0.430210834369565,3.98918646195833,2.8087253960487,0.0123511961348026,0.995890648044264,-4.08093839009577
"DUSP4",0.612824325467391,1.481541011,2.80432158238079,0.012465069295757,0.995890648044264,-4.08233857201232
"CST6",1.31307639956522,2.835933708125,2.80246193570831,0.0125134598328426,0.995890648044264,-4.08292996820578
"PCDHB5",-0.670157203576087,2.68934363325,-2.79913606491473,0.0126004564604279,0.995890648044264,-4.08398783117606
"NTN4",0.624425518989131,4.04180415975,2.79829002715175,0.0126226797847641,0.995890648044264,-4.08425696888651
"METTL7A",0.478757044260872,2.73533126604167,2.7961952373107,0.0126778677917922,0.995890648044264,-4.08492341930742
"MTHFD2L",-0.474596051076087,3.356345391375,-2.78910250499701,0.0128664640432517,0.995890648044264,-4.08718063328244
"NRP1",-0.768771225739133,4.23799698570833,-2.78816891152157,0.0128914892105151,0.995890648044264,-4.08747782107531
"FEM1C",-0.381297510434784,3.92722835091667,-2.78387054115824,0.0130073153891204,0.995890648044264,-4.08884633877371
"MEF2B",0.419022916304348,0.66474642875,2.78047347183163,0.0130995646008086,0.995890648044264,-4.08992816642026
"OSER1",-0.419141723836957,4.83516248504167,-2.77630661510769,0.0132135801462524,0.995890648044264,-4.09125545770935
"HMOX2",0.523484058032609,4.89221291845833,2.77414784769916,0.0132730252872687,0.995890648044264,-4.09194323789171
"RAMP1",0.581766103152174,0.861973502791667,2.76988579486509,0.0133911461030051,0.995890648044264,-4.09330139219927
"ATP1A3",-0.805865217456521,0.910259973708333,-2.76251314540381,0.0135978731973741,0.995890648044264,-4.09565161123027
"C16orf62",0.501938007913044,5.38990071054167,2.76104039026089,0.0136395359529353,0.995890648044264,-4.09612121449523
"SOWAHD",-0.460082185663044,0.973648743916667,-2.7607448802804,0.0136479104409044,0.995890648044264,-4.09621544589388
"TNFRSF12A",0.473004487836958,4.04891713195833,2.76021192158952,0.0136630265439213,0.995890648044264,-4.09638539846783
"C1orf74",-0.495694779706521,2.652329084375,-2.75695444078113,0.013755768547526,0.995890648044264,-4.09742427722051
"LPIN3",-0.563257453684782,3.08846674983333,-2.75685121188887,0.0137587174175565,0.995890648044264,-4.09745720233908
"COL4A1",1.06180540733696,4.40162117241667,2.75457003703947,0.0138240378857322,0.995890648044264,-4.09818483977199
"MAGEE1",-0.436518889097826,2.45137535520833,-2.75391724548069,0.0138427852177895,0.995890648044264,-4.09839308173105
"ZNF799",-0.527960048108695,3.55702780916667,-2.75272698605929,0.0138770310048595,0.995890648044264,-4.09877279749965
"PWWP2A",-0.319790479195651,3.70251963025,-2.73897499687503,0.0142786646400374,0.995890648044264,-4.10316182279135
"KIAA0040",0.438264434619565,2.82967686429167,2.73526637645621,0.0143888785501268,0.995890648044264,-4.10434602840457
"ESPN",0.78065584372826,2.11890263091667,2.7336387433782,0.0144375071646915,0.995890648044264,-4.10486582643047
"ARFGEF2",-0.495941563054347,5.91093694745833,-2.7323846484495,0.0144750834618182,0.995890648044264,-4.10526636329074
"RBL1",-0.650151877663045,4.86302097216667,-2.73138412412383,0.0145051295283269,0.995890648044264,-4.10558593341588
"GON7",0.381147036521738,3.12390055075,2.7281172237362,0.0146036540312835,0.995890648044264,-4.10662950951649
"NFIL3",-0.562128783043479,5.00332075370833,-2.72142415626442,0.0148075207159522,0.995890648044264,-4.108768101252
"CNOT6L",-0.432504790043479,3.89890853154167,-2.71855563163837,0.0148957296150017,0.995890648044264,-4.10968489017225
"CHMP2A",0.399292578717391,7.35769380470833,2.71797466321942,0.0149136561758812,0.995890648044264,-4.10987058584649
"CHRNB2",-0.443668601978261,0.701311117958333,-2.71412719263946,0.0150328996289561,0.995890648044264,-4.11110049635373
"ACTG1",0.358798826630437,10.9832380733333,2.71189632364274,0.0151024594615046,0.995890648044264,-4.11181374155271
"MRPL54",0.552692616989128,5.7883463915,2.70731572591527,0.0152462561660411,0.995890648044264,-4.11327848140699
"ZNF354C",-0.356018361782608,2.35576666041667,-2.70456398621638,0.0153332719080505,0.995890648044264,-4.114158564842
"DOK5",-0.761126912,2.290471396875,-2.70333076156212,0.015372423684263,0.995890648044264,-4.11455302275137
"SKAP1",-1.02434921845652,1.90833225791667,-2.69622468905899,0.0155999011113889,0.995890648044264,-4.1168264160777
"OLFM4",-1.44052115240217,3.20656115091667,-2.69171623267552,0.0157458966247348,0.995890648044264,-4.1182691659671
"F8",-0.547150891391306,2.44242058066667,-2.68729489214265,0.0158903443655708,0.995890648044264,-4.11968432719692
"PDIA4",0.513158171000001,7.91532520470833,2.68381603397353,0.0160048937611246,0.995890648044264,-4.12079802089754
"KHSRP",0.543113507619562,5.29362497975,2.68177887903767,0.0160723391442232,0.995890648044264,-4.12145025890555
"SYPL1",-0.466761396782611,6.61423323366667,-2.68128773646611,0.0160886404603253,0.995890648044264,-4.12160751724628
"MED26",-0.341784631163042,3.7690758945,-2.67765684487376,0.0162096448946385,0.995890648044264,-4.12277019201868
"PCDHGA8",-0.746158946728261,2.21966835991667,-2.67408127992049,0.0163296582062547,0.995890648044264,-4.12391532715143
"ADGRE5",-0.709784428847826,4.81279440495833,-2.66887185429484,0.0165060378282882,0.995890648044264,-4.12558404175255
"VEPH1",-0.716588804576087,3.250954828,-2.66598892112801,0.0166044310437427,0.995890648044264,-4.12650767425809
"PSMC3",0.464794560184779,7.31797135666667,2.66463193390963,0.0166509387430847,0.995890648044264,-4.12694246243254
"MYH14",0.689703854282607,5.21251178941667,2.65877814640303,0.0168529987190091,0.995890648044264,-4.12881832624899
"CAPN13",1.00854899413043,1.527571559375,2.65042796425875,0.017145297942851,0.995890648044264,-4.13149490374853
"TMEM98",0.801639595010869,3.94339088429167,2.64852360531711,0.0172126368412861,0.995890648044264,-4.13210544701031
"CELF4",-0.63723753248913,1.95797229241667,-2.64205268616795,0.0174433479022745,0.995890648044264,-4.13418035988924
"CSTF1",-0.398796598054346,5.67146624666667,-2.64086060425183,0.0174861713855343,0.995890648044264,-4.1345626556525
"SPIRE1",-0.517455340543479,4.84143661691667,-2.63815071168778,0.0175838941555997,0.995890648044264,-4.13543176641291
"CAT",0.477157827369566,6.39722238120833,2.63410766409891,0.0177306642820633,0.995890648044264,-4.13672859453821
"P4HB",0.510865264891301,8.04749707566667,2.632820025303,0.0177776534635194,0.995890648044264,-4.13714164853597
"GPC4",-0.587601122065219,4.029034136,-2.63269814741538,0.0177821072591134,0.995890648044264,-4.13718074594186
"DLG4",-0.403430806608695,2.65013853266667,-2.63244396678441,0.0177913992403957,0.995890648044264,-4.1372622854716
"ZG16B",1.20344057393478,5.15294941866667,2.63127528627465,0.0178341820214322,0.995890648044264,-4.13763719961502
"LCP1",1.18648770195652,4.17720803308333,2.62759039880104,0.0179697225408612,0.995890648044264,-4.13881941038773
"C15orf41",-0.422821361663042,4.38082912625,-2.62705112083642,0.0179896411250816,0.995890648044264,-4.13899243710403
"ALG1",0.499072413913044,4.31239212433333,2.62578292524385,0.0180365659731155,0.995890648044264,-4.13939934801013
"PDZD4",-0.618181134815217,1.05465624725,-2.62366013593081,0.0181153738151202,0.995890648044264,-4.14008049903209
"ING1",-0.454706817815217,4.491816310875,-2.61482392856174,0.0184469648787134,0.995890648044264,-4.142916301893
"KRT5",-1.03759217693478,8.2052724715,-2.61449897515193,0.0184592690831585,0.995890648044264,-4.14302060353516
"C16orf89",0.860088697673912,1.15435669829167,2.61391159013172,0.0184815300288899,0.995890648044264,-4.14320914146778
"TDRD3",-0.412670181750005,4.776793045375,-2.61326725597985,0.0185059787457729,0.995890648044264,-4.14341596257574
"TMEM173",-0.499599815684783,1.601007089,-2.61299148415604,0.0185164521126762,0.995890648044264,-4.14350448217352
"UQCC3",0.416946038967392,2.50119522383333,2.61208643080847,0.0185508643636683,0.995890648044264,-4.14379499891815
"XBP1",0.443065656576086,6.48092692533333,2.60569596357778,0.018795588716855,0.995890648044264,-4.14584651418159
"PMPCB",-0.389765119978261,5.55012919266667,-2.60558640621552,0.0187998109944885,0.995890648044264,-4.14588168829584
"FGFR3",0.763248115054349,2.03562622320833,2.60475378537746,0.0188319293241675,0.995890648044264,-4.14614901016463
"KIAA1614",-0.447712523380435,0.821449413666667,-2.60470567185203,0.0188337869022796,0.995890648044264,-4.14616445771512
"NOA1",-0.481079101608696,5.91097590704167,-2.60371168812731,0.0188722020097314,0.995890648044264,-4.14648359524137
"SLC20A1",-0.398651030326085,4.66527858695833,-2.60339778323041,0.0188843492189837,0.995890648044264,-4.14658438221199
"TNNI2",1.45248037288043,4.3467937625,2.60172362931723,0.0189492602575144,0.995890648044264,-4.14712192531399
"GNPTG",0.418726230173912,5.883580132875,2.60135278472399,0.0189636675902973,0.995890648044264,-4.14724100062591
"NCLN",0.685984414326086,3.67732172004167,2.59833745963831,0.0190812018120506,0.995890648044264,-4.14820924122858
"SART1",0.333303328934779,5.76213086620833,2.59548621046471,0.0191929796518355,0.995890648044264,-4.14912486551072
"PLPBP",0.430876241445651,3.69024731595833,2.59303227280728,0.0192896815522832,0.995890648044264,-4.14991295361187
"GPRIN1",-0.439309621750001,1.90162182029167,-2.59240634515164,0.0193144216643427,0.995890648044264,-4.15011397950276
"THBS1",0.990206962032606,5.984662275,2.58853007655901,0.0194683084863068,0.995890648044264,-4.15135896844472
"SPATA5",-0.369523665423913,4.97079917629167,-2.58779759140632,0.0194975189910094,0.995890648044264,-4.15159424270049
"RGS14",-0.669591807195651,2.1705414515,-2.58691080476145,0.0195329387503291,0.995890648044264,-4.15187908402573
"NEURL2",-0.372186675217391,1.23217423429167,-2.58419892802894,0.0196416367444544,0.995890648044264,-4.15275019187976
"ZNF354A",-0.475019680184784,4.71136948179167,-2.58106660300214,0.0197679048658163,0.995890648044264,-4.15375642269351
"CXCL1",-1.08143853140217,1.72006947958333,-2.57642168835539,0.0199565724909422,0.995890648044264,-4.1552486862857
"GREB1L",0.433054759086956,1.67594407375,2.57559587422072,0.0199902946265175,0.995890648044264,-4.15551400958449
"PCDHGA2",-0.526723021608695,2.01221730625,-2.5747537015835,0.0200247406688784,0.995890648044264,-4.1557845933502
"AQP1",1.00693553698913,1.88208974866667,2.57306870879644,0.0200938290502084,0.995890648044264,-4.15632598297879
"ZNF442",-0.464502044456522,1.46205106416667,-2.57304234562576,0.0200949117996518,0.995890648044264,-4.15633445363569
"AP2S1",0.658222614978262,6.744305709125,2.57235371357202,0.0201232139771168,0.995890648044264,-4.15655571715528
"FAM219A",-0.377048096380435,3.28814540083333,-2.57054385604719,0.020197778673604,0.995890648044264,-4.15713725477281
"GPC6",-0.813550779021739,1.35795028775,-2.5687989432173,0.0202699167836074,0.995890648044264,-4.15769794416649
"SPSB3",0.462121770793477,3.80773776154167,2.56696286083198,0.020346088898343,0.995890648044264,-4.15828794923793
"PLIN3",0.341373395108693,4.62326043075,2.56374890885795,0.0204800801068347,0.995890648044264,-4.15932076657483
"NOTCH3",-0.461618404521738,6.13836251345833,-2.55929865836418,0.0206670005717613,0.995890648044264,-4.16075097256663
"ZDHHC9",-0.345060673478262,6.23630451895833,-2.55724565573975,0.0207537774790799,0.995890648044264,-4.16141079648456
"PCDHA3",-0.55722689048913,1.95830836854167,-2.55233906399552,0.0209625771908837,0.995890648044264,-4.16298783858582
"SH2B3",0.382965723467391,1.39725179733333,2.55133570023114,0.0210055206625119,0.995890648044264,-4.16331034775626
"EEF1A2",-0.869883820065218,1.57644769725,-2.54310751151236,0.0213608527248452,0.995890648044264,-4.16595529750789
"ALKAL2",-0.716147542054347,1.37930022591667,-2.54048631535679,0.0214752433709705,0.995890648044264,-4.16679794369368
"CENPE",-0.455401401836957,4.95982491341667,-2.53397869703793,0.0217617618805247,0.995890648044264,-4.16889009239676
"PCDHGC3",-0.539687603413043,3.865991978875,-2.53314839970605,0.021798578515446,0.995890648044264,-4.16915703800276
"DAGLA",0.459913456891304,2.021436028,2.53191607122825,0.0218533309041314,0.995890648044264,-4.16955324356281
"REEP2",-0.587300165271739,1.900200411125,-2.53183666253572,0.0218568635105195,0.995890648044264,-4.16957877440993
"FIBCD1",0.491581339043478,0.459919710458333,2.53181520589093,0.0218578181323458,0.995890648044264,-4.16958567298235
"EPHA2",0.62771707601087,3.806408974375,2.52741794108139,0.022054293453504,0.995890648044264,-4.17099947969208
"RCC2",0.416349094326089,7.03352437325,2.52296164427393,0.0222551164498552,0.995890648044264,-4.1724323280763
"PLXND1",-0.435619768956522,4.430011350125,-2.52099944819764,0.0223440921479183,0.995890648044264,-4.17306325770039
"MAX",0.322171439760867,6.43173336070833,2.51830121222963,0.0224669949696884,0.995890648044264,-4.17393087202746
"CCDC74A",-0.714132681728259,3.00747392383333,-2.51828532366683,0.0224677205791596,0.995890648044264,-4.17393598102865
"SPACA6",0.581464220282609,1.86704965979167,2.5167024508063,0.0225401198260332,0.995890648044264,-4.17444496020449
"CAMLG",-0.441931284673915,4.44341702245833,-2.51666062702297,0.0225420358082677,0.995890648044264,-4.17445840889151
"GRB2",0.351366360260867,5.10759739141667,2.51495286323558,0.0226204019787981,0.995890648044264,-4.17500755392433
"L3MBTL4",-0.507884283315218,4.29688950275,-2.51281099954439,0.0227190535591249,0.995890648044264,-4.17569629621057
"ZNF518B",-0.468569063184781,4.24786820445833,-2.50998111847844,0.0228500202211351,0.995890648044264,-4.17660629296428
"STXBP2",0.495804886239124,5.697344842125,2.50766122758186,0.022957918282435,0.995890648044264,-4.17735230452496
"OLFML2B",-0.590603168206521,1.84408189895833,-2.50758490611397,0.0229614761865678,0.995890648044264,-4.17737684751353
"PCP4L1",-0.469878757913044,1.310958277375,-2.50513065365551,0.0230761659986669,0.995890648044264,-4.17816607579699
"ZNF454",-0.398647632413042,3.25448043004167,-2.50498766669372,0.0230828646443801,0.995890648044264,-4.17821205722667
"MAP3K12",-0.388894361565217,1.50721485575,-2.5048677461198,0.0230884840983438,0.995890648044264,-4.17825062104106
"NPPC",-0.689216678184783,1.16498198733333,-2.50036442643286,0.0233004498561067,0.995890648044264,-4.1796988030296
"CRELD2",0.574975066717393,5.35774295791667,2.49971030699264,0.0233313914205898,0.995890648044264,-4.17990915738003
"SCARB1",0.337185576673913,5.79580895291667,2.49932138438492,0.0233498069320591,0.995890648044264,-4.18003422887921
"IFITM2",1.57406091825,4.07281664220833,2.49717242674085,0.0234518087583677,0.995890648044264,-4.18072530302411
"ELL3",-0.484184317402174,3.82709170545833,-2.49204665479478,0.0236968141052213,0.995890648044264,-4.18237369219618
"PTPN1",-0.336958568826089,4.556785778,-2.4909654385456,0.0237488035511596,0.995890648044264,-4.18272140067272
"DNAJA3",0.421943197673913,5.70377825983333,2.48813628301112,0.0238853528428139,0.995890648044264,-4.18363123084237
"GPRC5A",-0.756607690152174,5.158099636125,-2.48702174012611,0.0239393501242671,0.995890648044264,-4.18398965786962
"COL3A1",-1.01864995734783,1.78285187008333,-2.48668307200955,0.0239557807686223,0.995890648044264,-4.18409857052293
"VWDE",-0.541126039119566,3.57320704216667,-2.48452760755414,0.0240606045929518,0.995890648044264,-4.18479174862666
"CALCA",0.997996030347826,1.24662726645833,2.48311467362483,0.0241295533323638,0.995890648044264,-4.18524613521068
"WRAP73",0.542799336728261,3.796629426625,2.48246457018293,0.0241613400332094,0.995890648044264,-4.18545520234736
"SPRR2A",-0.557392242695652,1.28887238933333,-2.48144539196838,0.0242112523548409,0.995890648044264,-4.18578296017482
"TMEM55B",0.453234462869564,3.754647575,2.4801260819868,0.024276007969586,0.995890648044264,-4.18620723684692
"RBM4",0.309238393760872,7.19282677683333,2.47877671838575,0.024342408201057,0.995890648044264,-4.18664117756039
"VASN",0.87285184748913,4.56892197816667,2.47771757613803,0.024394647389156,0.995890648044264,-4.1869817854718
"C11orf68",0.370181438282608,3.67111075025,2.47724279862992,0.0244180988535836,0.995890648044264,-4.18713446818945
"WDR93",-0.353026780576087,0.859958823125,-2.47316033634492,0.0246206325211211,0.995890648044264,-4.18844733119426
"ATP9A",-0.455875989206524,4.87323829566667,-2.47285079152488,0.0246360538710041,0.995890648044264,-4.18854687585436
"LACTB",-0.425275567826088,3.63113411025,-2.47211519286774,0.024672737638496,0.995890648044264,-4.18878343219495
"PNMA8A",0.614181163402174,2.21645824425,2.46699215907128,0.0249296556299031,0.995890648044264,-4.19043089635894
"GAS1",-0.386033845043477,1.92532552908333,-2.46653663007242,0.0249526222454651,0.995890648044264,-4.19057738349367
"NOP9",0.367655061663045,4.19300441,2.46646855674316,0.0249560560470401,0.995890648044264,-4.19059927420611
"ATG10",-0.317951317402174,2.2376893925,-2.4662539652661,0.024966883541005,0.995890648044264,-4.19066828151215
"HILPDA",-0.558360476347825,5.51880931920833,-2.4643718501498,0.0250620385545911,0.995890648044264,-4.19127351991439
"S100P",-1.28825475692392,5.13563850845833,-2.46323200453574,0.0251198328175757,0.995890648044264,-4.19164006113413
"PDK1",-0.692892275956522,4.52756328654167,-2.46108624551428,0.0252289723581369,0.995890648044264,-4.19233006833275
"ZNF37A",-0.346821429065217,3.90202721166667,-2.45931549828927,0.0253193749689722,0.995890648044264,-4.1928994768866
"DMRT3",-0.600764336880434,1.1833211605,-2.45908945921175,0.0253309370270316,0.995890648044264,-4.1929721624423
"ATRNL1",-0.857606008195651,2.100126906,-2.45862626521311,0.0253546453105173,0.995890648044264,-4.19312110764026
